ka,JP-rubi,JP-kanji,english,exa,EN-sentence,NP1,NP-sentence,JP-question,カンデルサイン,S1,S3,S5,S7,S2,S4,N2,N4,N6,N8,,,,,,,,,
1761,おめしになる,お召しになる,wear,あの着物をお召しになった方は、どなたですか。,Who is that person wearing a kimono?,लगाउनु,किमोनो लगाउनुभएको त्यो को हुनुहुन्छ?,あの着物を（　　）方は、どなたですか。,,,,,,,,,,,,,,,,,,,,
1762,おやすみになる,お休みになる,"sleep, go to bed, take a rest/break",昨日は何時におやすみになりましたか。,What time did you go to bed yesterday?,सुत्नु,हिजो कति बजे सुत्नुभयो?,昨日は何時に（　　）ましたか。,,,,,,,,,,,,,,,,,,,,
1763,ごらんになる,ご覧になる,"look, see, watch",番組をご覧になった感想をお送りください。,Please send us your impressions of seeing the program.,हेर्नु,कार्यक्रम हेरेर आफ्नो प्रतिक्रिया पठाउनुहोस्।,番組を（　　）感想をお送りください。,,,,,,,,,,,,,,,,,,,,
1764,めしあがる,召し上がる,"eat, drink",手作りのパンですが、召し上がってください。,"It is home-made bread, please have some.",खानु/पिउनु,"घरमै बनाएको रोटी हो, खानुहोस्।",手作りのパンですが、（　　）ください。,,,,,,,,,,,,,,,,,,,,
1765,いたす,,do,私にできることは何でもいたします。,I'll do whatever I can do.,गर्नु,म जे गर्न सक्छु त्यो गर्नेछु।,私にできることは何でも（　　）。,,,,,,,,,,,,,,,,,,,,
1766,いただく,,"eat, drink",おいしいお料理をいただきました。,I had a delicious dish.,खानु/पिउनु,स्वादिष्ट खाना खाएँ।,おいしいお料理を（　　）。,,,,,,,,,,,,,,,,,,,,
1767,いただく,,receive,先生からお電話をいただきました。,I received a phone call from my teacher.,पाउनु,शिक्षकबाट फोन पाएँ।,先生からお電話を（　　）。,,,,,,,,,,,,,,,,,,,,
1768,うかがう,伺う,ask,来週の先生のご都合を伺った。,I asked the teacher's schedule for next week.,सोध्नु,अर्को हप्ताको शिक्षकको समय सोधेँ।,来週の先生のご都合を（　　）。,,,,,,,,,,,,,,,,,,,,
1769,うかがう,伺う,visit,これから、そちらへ伺います。,I will visit there now.,जानु,अब त्यहाँ जान्छु।,これから、そちらへ（　　）。,,,,,,,,,,,,,,,,,,,,
1770,おめにかかる,お目にかかる,"meet, see",久しぶりに先生にお目にかかった。,I met my teacher after a long time.,भेट्नु,लामो समयपछि शिक्षकलाई भेटेँ।,久しぶりに先生に（　　）。,,,,,,,,,,,,,,,,,,,,
1771,おめにかける,お目にかける,show,これから珍しいものをお目にかけます。,Now I would like to show you something unusual.,देखाउनु,अब दुर्लभ वस्तु देखाउँछु।,これから珍しいものを（　　）。,,,,,,,,,,,,,,,,,,,,
1772,ごらんにいれる,ご覧にいれる,show,私が作った走るロボットをご覧にいれます。,I would like to show you the running robot that I made.,देखाउनु,मैले बनाएको दगुर्ने रोबोट देखाउँछु।,私が作った走るロボットを（　　）。,,,,,,,,,,,,,,,,,,,,
1773,まいる,参る,"come, go",山田の父は、すぐに参ります。,"Yamada, the person in charge, is coming soon.",आउनु/जानु,जिम्मेवार व्यक्ति छिट्टै आउनुहुन्छ।,山田の父は、すぐに（　　）。,,,,,,,,,,,,,,,,,,,,
1774,でございます,,be,こちら、ご注文の本でございます。,This is the book you ordered.,हुनु,यो तपाईंले अर्डर गर्नुभएको किताब हो।,こちら、ご注文の本（　　）。,,,,,,,,,,,,,,,,,,,,
1775,ございます,,"there is/are, have",ご注文の本は、こちらにございます。,The book you ordered is here.,छ/हुनु,तपाईंले अर्डर गर्नुभएको किताब यहाँ छ।,ご注文の本は、こちらに（　　）。,,,,,,,,,,,,,,,,,,,,
1776,おめしあがりください,お召し上がりください,please eat/help yourself,妻の手作りです。どうぞ、お召し上がりください。,My wife made this. Please help yourself.,खानुहोस्,श्रीमतीले बनाएकी हो। कृपया खानुहोस्।,妻の手作りです。どうぞ、（　　）。,,,,,,,,,,,,,,,,,,,,
1777,おあがりください,お上がりください,please come in,狭い家ですが、どうぞ、お上がりください。,"Though it's a small house, please come in.",भित्र आउनुहोस्,सानो घर हो तर कृपया भित्र आउनुहोस्।,狭い家ですが、どうぞ、（　　）。,,,,,,,,,,,,,,,,,,,,
1778,おいでください,,please come,明日、10時においでください。,Please come at ten tomorrow.,आउनुहोस्,भोलि १० बजे आउनुहोस्।,明日、10時に（　　）。,,,,,,,,,,,,,,,,,,,,
1779,おかまいなく,お構いなく,please don't trouble yourself,「もう一杯いかがですか」「お構いなく」,"Would you like another glass? ""Please don't trouble yourself!""",नचिन्ता लिनुहोस्,अर्को गिलास चाहिन्छ? नचिन्ता लिनुहोस्।,「もう一杯いかがですか」「（　　）」,,,,,,,,,,,,,,,,,,,,
1780,おげんきで,お元気で,keep well,では、また。お元気で。,See you. Keep well.,स्वस्थ रहनुहोस्,फेरि भेटौंला। स्वस्थ रहनुहोस्।,では、また。（　　）。,,,,,,,,,,,,,,,,,,,,
1781,おさきに,お先に,excuse me (for leaving before you),お先に失礼いたします。,"Excuse me, but I must be going.",पहिले जान्छु,पहिले जानको लागि माफ गर्नुहोस्।,（　　）失礼いたします。,,,,,,,,,,,,,,,,,,,,
1782,おじゃまします,お邪魔します,excuse me (for disturbing you),「どうぞ、お入りください」「お邪魔します」,"Please come in. ""Excuse me.""",बाधा पुर्याउँछु,भित्र आउनुहोस्। बाधा पुर्याउँछु।,「どうぞ、お入りください」「（　　）」,,,,,,,,,,,,,,,,,,,,
1783,おせわになりました,お世話になりました,thank you for taking care of me,留学中は、いろいろお世話になりました。,Thank you for taking care of me in various ways while I have been studying abroad.,हेरचाह गर्नुभयो,अध्ययनको समयमा विभिन्न तरिकाले हेरचाह गर्नुभयो।,留学中は、いろいろ（　　）。,,,,,,,,,,,,,,,,,,,,
1784,おつかれさま,お疲れ様,thank you for your hard work,引っ越しの手伝い、お疲れ様でした。,Thank you for your hard work in helping me with moving.,मेहनत गर्नुभयो,सार्ने काममा सहयोग गरेर मेहनत गर्नुभयो।,引っ越しの手伝い、（　　）でした。,,,,,,,,,,,,,,,,,,,,
1785,おまたせしました,お待たせしました,thank you for waiting,お待たせしました。次の方どうぞ。,Thank you for waiting. Next customer please.,पर्खाइ दिएँ,पर्खाइ दिएँ। अर्को व्यक्ति आउनुहोस्।,（　　）。次の方どうぞ。,,,,,,,,,,,,,,,,,,,,
